empresa,ano,pos,beneficiaria,setor,porte,faturamento_mi,lucro_real,pd
E0448,2022,0,1,Agroindustria,Media,54.05,1,795.7
E0448,2025,1,1,Agroindustria,Media,54.05,1,1140.7
E0449,2022,0,0,Agroindustria,Media,37.82,1,947.1
E0449,2025,1,0,Agroindustria,Media,37.82,1,1041.3
E0450,2022,0,0,Servicos,Pequena,10.29,0,603.5
E0450,2025,1,0,Servicos,Pequena,10.29,0,759.0
E0451,2022,0,1,Agroindustria,Media,71.46,1,406.2
E0451,2025,1,1,Agroindustria,Media,71.46,1,632.1
E0452,2022,0,1,Agropecuaria,Media,53.47,1,1093.3
E0452,2025,1,1,Agropecuaria,Media,53.47,1,1598.8
E0453,2022,0,0,Agropecuaria,Pequena,14.86,0,592.0
E0453,2025,1,0,Agropecuaria,Pequena,14.86,0,732.1
E0454,2022,0,1,Industria,Media,79.16,1,826.9
E0454,2025,1,1,Industria,Media,79.16,1,1116.0
E0455,2022,0,0,Agropecuaria,Pequena,11.38,0,659.3
E0455,2025,1,0,Agropecuaria,Pequena,11.38,0,870.2
E0456,2022,0,0,Industria,Pequena,10.27,0,622.6
E0456,2025,1,0,Industria,Pequena,10.27,0,801.6
E0457,2022,0,1,Agroindustria,Media,41.83,1,858.7
E0457,2025,1,1,Agroindustria,Media,41.83,1,1225.5
E0458,2022,0,1,Servicos,Media,29.33,1,867.4
E0458,2025,1,1,Servicos,Media,29.33,1,1147.3
E0459,2022,0,0,Agroindustria,Micro,1.33,0,486.0
E0459,2025,1,0,Agroindustria,Micro,1.33,0,585.8
E0460,2022,0,1,Agropecuaria,Media,34.42,1,931.8
E0460,2025,1,1,Agropecuaria,Media,34.42,1,1279.7
E0461,2022,0,0,Agropecuaria,Pequena,10.27,0,622.7
E0461,2025,1,0,Agropecuaria,Pequena,10.27,0,720.1
E0462,2022,0,0,Servicos,Micro,1.05,0,350.8
E0462,2025,1,0,Servicos,Micro,1.05,0,673.3
E0463,2022,0,0,Servicos,Pequena,7.5,0,557.2
E0463,2025,1,0,Servicos,Pequena,7.5,0,783.5
E0464,2022,0,0,Agroindustria,Micro,2.54,1,303.2
E0464,2025,1,0,Agroindustria,Micro,2.54,1,620.2
E0465,2022,0,0,Industria,Pequena,12.17,0,878.2
E0465,2025,1,0,Industria,Pequena,12.17,0,1185.7
E0466,2022,0,0,Agropecuaria,Pequena,8.9,0,741.6
E0466,2025,1,0,Agropecuaria,Pequena,8.9,0,839.5
E0467,2022,0,1,Comercio,Micro,3.14,0,460.5
E0467,2025,1,1,Comercio,Micro,3.14,0,827.8
E0468,2022,0,0,Industria,Micro,4.25,0,102.7
E0468,2025,1,0,Industria,Micro,4.25,0,244.2
E0469,2022,0,1,Agropecuaria,Media,37.26,1,712.1
E0469,2025,1,1,Agropecuaria,Media,37.26,1,1133.8
E0470,2022,0,0,Servicos,Micro,4.63,0,281.4
E0470,2025,1,0,Servicos,Micro,4.63,0,631.4
E0471,2022,0,0,Agropecuaria,Micro,4.71,0,374.8
E0471,2025,1,0,Agropecuaria,Micro,4.71,0,221.7
E0472,2022,0,1,Agroindustria,Media,32.59,1,756.1
E0472,2025,1,1,Agroindustria,Media,32.59,1,894.5
E0473,2022,0,0,Servicos,Pequena,13.05,0,769.1
E0473,2025,1,0,Servicos,Pequena,13.05,0,1212.9
E0474,2022,0,1,Industria,Media,62.85,1,836.7
E0474,2025,1,1,Industria,Media,62.85,1,1094.4
E0475,2022,0,0,Comercio,Micro,2.26,0,235.4
E0475,2025,1,0,Comercio,Micro,2.26,0,408.0
E0476,2022,0,0,Servicos,Media,51.94,1,632.4
E0476,2025,1,0,Servicos,Media,51.94,1,1004.4
E0477,2022,0,1,Agroindustria,Pequena,11.38,0,852.6
E0477,2025,1,1,Agroindustria,Pequena,11.38,0,1138.1
E0478,2022,0,1,Servicos,Pequena,9.92,1,640.4
E0478,2025,1,1,Servicos,Pequena,9.92,1,941.1
E0479,2022,0,0,Agropecuaria,Pequena,9.94,1,547.9
E0479,2025,1,0,Agropecuaria,Pequena,9.94,1,979.9
E0480,2022,0,0,Comercio,Micro,3.38,0,421.8
E0480,2025,1,0,Comercio,Micro,3.38,0,657.1
E0481,2022,0,0,Comercio,Media,87.38,0,760.7
E0481,2025,1,0,Comercio,Media,87.38,0,937.6
E0482,2022,0,0,Industria,Media,43.24,1,512.3
E0482,2025,1,0,Industria,Media,43.24,1,719.4
E0483,2022,0,0,Agropecuaria,Micro,4.45,0,553.6
E0483,2025,1,0,Agropecuaria,Micro,4.45,0,690.7
E0484,2022,0,0,Servicos,Micro,0.41,0,485.1
E0484,2025,1,0,Servicos,Micro,0.41,0,780.0
E0485,2022,0,1,Servicos,Media,19.1,1,765.9
E0485,2025,1,1,Servicos,Media,19.1,1,1165.1
E0486,2022,0,1,Agroindustria,Media,16.09,1,1043.2
E0486,2025,1,1,Agroindustria,Media,16.09,1,1245.0
E0487,2022,0,0,Agroindustria,Micro,3.17,0,281.2
E0487,2025,1,0,Agroindustria,Micro,3.17,0,437.0
E0488,2022,0,0,Agropecuaria,Pequena,14.6,0,388.6
E0488,2025,1,0,Agropecuaria,Pequena,14.6,0,553.8
E0489,2022,0,0,Servicos,Media,29.26,1,829.6
E0489,2025,1,0,Servicos,Media,29.26,1,1044.6
E0490,2022,0,0,Comercio,Media,44.31,0,694.2
E0490,2025,1,0,Comercio,Media,44.31,0,876.4
E0491,2022,0,0,Servicos,Micro,2.16,0,552.8
E0491,2025,1,0,Servicos,Micro,2.16,0,954.2
E0492,2022,0,0,Agropecuaria,Pequena,6.7,0,480.2
E0492,2025,1,0,Agropecuaria,Pequena,6.7,0,782.1
E0493,2022,0,1,Industria,Media,53.46,1,919.3
E0493,2025,1,1,Industria,Media,53.46,1,1115.1
E0494,2022,0,0,Agropecuaria,Pequena,10.33,0,751.2
E0494,2025,1,0,Agropecuaria,Pequena,10.33,0,977.3
E0495,2022,0,0,Comercio,Media,38.26,0,945.9
E0495,2025,1,0,Comercio,Media,38.26,0,1103.3
E0496,2022,0,1,Industria,Media,66.17,1,1032.6
E0496,2025,1,1,Industria,Media,66.17,1,1408.2
E0497,2022,0,0,Agroindustria,Micro,2.79,0,565.0
E0497,2025,1,0,Agroindustria,Micro,2.79,0,803.4
E0498,2022,0,1,Agroindustria,Micro,2.6,0,818.1
E0498,2025,1,1,Agroindustria,Micro,2.6,0,1071.2
E0499,2022,0,0,Servicos,Pequena,5.92,0,446.3
E0499,2025,1,0,Servicos,Pequena,5.92,0,608.4
E0500,2022,0,1,Industria,Media,41.52,1,981.4
E0500,2025,1,1,Industria,Media,41.52,1,1160.5
E0501,2022,0,0,Agroindustria,Media,37.64,0,772.3
E0501,2025,1,0,Agroindustria,Media,37.64,0,813.3
E0502,2022,0,0,Agroindustria,Micro,4.25,1,544.3
E0502,2025,1,0,Agroindustria,Micro,4.25,1,966.2
E0503,2022,0,1,Comercio,Media,81.43,1,1236.1
E0503,2025,1,1,Comercio,Media,81.43,1,1560.6
E0504,2022,0,0,Agropecuaria,Micro,2.69,0,228.5
E0504,2025,1,0,Agropecuaria,Micro,2.69,0,174.5
E0505,2022,0,0,Comercio,Micro,0.93,0,328.0
E0505,2025,1,0,Comercio,Micro,0.93,0,447.9
E0506,2022,0,1,Comercio,Pequena,6.08,0,773.9
E0506,2025,1,1,Comercio,Pequena,6.08,0,1153.8
E0507,2022,0,0,Comercio,Micro,4.44,0,429.0
E0507,2025,1,0,Comercio,Micro,4.44,0,761.2
E0508,2022,0,0,Industria,Pequena,8.57,0,745.3
E0508,2025,1,0,Industria,Pequena,8.57,0,938.5
E0509,2022,0,1,Comercio,Media,39.13,1,1015.1
E0509,2025,1,1,Comercio,Media,39.13,1,1458.2
E0510,2022,0,0,Comercio,Micro,4.41,0,117.2
E0510,2025,1,0,Comercio,Micro,4.41,0,237.9
E0511,2022,0,0,Servicos,Pequena,14.01,0,589.0
E0511,2025,1,0,Servicos,Pequena,14.01,0,598.8
E0512,2022,0,1,Agroindustria,Media,23.19,0,634.8
E0512,2025,1,1,Agroindustria,Media,23.19,0,1076.3
E0513,2022,0,0,Agroindustria,Micro,3.28,0,166.8
E0513,2025,1,0,Agroindustria,Micro,3.28,0,277.7
E0514,2022,0,1,Servicos,Media,49.15,1,635.3
E0514,2025,1,1,Servicos,Media,49.15,1,846.3
E0515,2022,0,1,Comercio,Media,81.85,1,991.8
E0515,2025,1,1,Comercio,Media,81.85,1,1306.2
E0516,2022,0,0,Agroindustria,Media,85.84,1,898.7
E0516,2025,1,0,Agroindustria,Media,85.84,1,1020.2
E0517,2022,0,0,Agropecuaria,Pequena,7.24,0,811.6
E0517,2025,1,0,Agropecuaria,Pequena,7.24,0,986.6
E0518,2022,0,0,Agropecuaria,Micro,0.51,0,560.7
E0518,2025,1,0,Agropecuaria,Micro,0.51,0,737.7
E0519,2022,0,1,Industria,Media,52.45,1,904.6
E0519,2025,1,1,Industria,Media,52.45,1,1228.0
E0520,2022,0,0,Agropecuaria,Micro,3.63,0,654.0
E0520,2025,1,0,Agropecuaria,Micro,3.63,0,942.4
E0521,2022,0,1,Servicos,Pequena,8.79,1,540.1
E0521,2025,1,1,Servicos,Pequena,8.79,1,788.6
E0522,2022,0,0,Comercio,Micro,0.53,0,394.9
E0522,2025,1,0,Comercio,Micro,0.53,0,700.3
E0523,2022,0,1,Servicos,Media,88.44,1,825.7
E0523,2025,1,1,Servicos,Media,88.44,1,1238.0
E0524,2022,0,0,Agroindustria,Media,17.19,0,1184.2
E0524,2025,1,0,Agroindustria,Media,17.19,0,1212.2
E0525,2022,0,1,Servicos,Media,36.66,1,937.1
E0525,2025,1,1,Servicos,Media,36.66,1,1060.1
E0526,2022,0,1,Servicos,Media,54.93,1,1071.5
E0526,2025,1,1,Servicos,Media,54.93,1,1317.3
E0527,2022,0,0,Comercio,Pequena,15.69,0,461.9
E0527,2025,1,0,Comercio,Pequena,15.69,0,835.8
E0528,2022,0,1,Agroindustria,Media,19.24,1,787.2
E0528,2025,1,1,Agroindustria,Media,19.24,1,848.4
E0529,2022,0,1,Agropecuaria,Media,85.73,1,1091.7
E0529,2025,1,1,Agropecuaria,Media,85.73,1,1572.8
E0530,2022,0,0,Industria,Pequena,6.97,0,708.8
E0530,2025,1,0,Industria,Pequena,6.97,0,895.0
E0531,2022,0,1,Servicos,Media,87.84,1,887.4
E0531,2025,1,1,Servicos,Media,87.84,1,1299.8
E0532,2022,0,0,Agropecuaria,Micro,1.77,0,369.2
E0532,2025,1,0,Agropecuaria,Micro,1.77,0,538.1
E0533,2022,0,1,Servicos,Media,32.02,1,1116.8
E0533,2025,1,1,Servicos,Media,32.02,1,1486.2
E0534,2022,0,1,Comercio,Media,37.01,1,1070.8
E0534,2025,1,1,Comercio,Media,37.01,1,1490.0
E0535,2022,0,1,Comercio,Pequena,5.33,1,430.6
E0535,2025,1,1,Comercio,Pequena,5.33,1,805.0
E0536,2022,0,1,Industria,Media,31.86,1,1109.3
E0536,2025,1,1,Industria,Media,31.86,1,1779.4
E0537,2022,0,0,Agroindustria,Micro,0.89,0,221.8
E0537,2025,1,0,Agroindustria,Micro,0.89,0,448.3
E0538,2022,0,1,Agroindustria,Pequena,8.62,0,791.7
E0538,2025,1,1,Agroindustria,Pequena,8.62,0,1167.9
E0539,2022,0,0,Servicos,Pequena,7.7,0,329.3
E0539,2025,1,0,Servicos,Pequena,7.7,0,658.0
E0540,2022,0,1,Agroindustria,Media,76.64,1,1147.8
E0540,2025,1,1,Agroindustria,Media,76.64,1,1415.5
E0541,2022,0,1,Agropecuaria,Pequena,6.41,1,556.9
E0541,2025,1,1,Agropecuaria,Pequena,6.41,1,1116.1
E0542,2022,0,1,Agroindustria,Pequena,6.9,1,851.2
E0542,2025,1,1,Agroindustria,Pequena,6.9,1,944.0
E0543,2022,0,1,Agroindustria,Media,57.82,1,1011.5
E0543,2025,1,1,Agroindustria,Media,57.82,1,1319.6
E0544,2022,0,0,Industria,Micro,4.07,0,549.2
E0544,2025,1,0,Industria,Micro,4.07,0,669.7
E0545,2022,0,1,Agroindustria,Media,17.3,1,1094.8
E0545,2025,1,1,Agroindustria,Media,17.3,1,1485.1
E0546,2022,0,0,Agropecuaria,Pequena,5.21,0,470.5
E0546,2025,1,0,Agropecuaria,Pequena,5.21,0,463.3
E0547,2022,0,1,Agroindustria,Micro,0.51,1,332.6
E0547,2025,1,1,Agroindustria,Micro,0.51,1,681.9
E0548,2022,0,1,Agroindustria,Media,20.27,1,1073.4
E0548,2025,1,1,Agroindustria,Media,20.27,1,1339.2
E0549,2022,0,0,Industria,Pequena,12.38,0,543.8
E0549,2025,1,0,Industria,Pequena,12.38,0,737.5
E0550,2022,0,0,Servicos,Pequena,6.57,0,734.8
E0550,2025,1,0,Servicos,Pequena,6.57,0,876.0
E0551,2022,0,0,Servicos,Pequena,7.17,0,512.5
E0551,2025,1,0,Servicos,Pequena,7.17,0,771.0
E0552,2022,0,0,Servicos,Micro,3.97,0,604.9
E0552,2025,1,0,Servicos,Micro,3.97,0,858.4
E0553,2022,0,1,Agropecuaria,Media,38.71,1,1042.2
E0553,2025,1,1,Agropecuaria,Media,38.71,1,1385.9
E0554,2022,0,0,Comercio,Pequena,8.77,0,814.5
E0554,2025,1,0,Comercio,Pequena,8.77,0,1022.5
E0555,2022,0,0,Servicos,Micro,0.65,0,567.1
E0555,2025,1,0,Servicos,Micro,0.65,0,697.6
E0556,2022,0,0,Comercio,Micro,0.42,0,272.9
E0556,2025,1,0,Comercio,Micro,0.42,0,217.2
E0557,2022,0,1,Industria,Micro,2.42,1,260.8
E0557,2025,1,1,Industria,Micro,2.42,1,518.3
E0558,2022,0,1,Servicos,Pequena,14.84,1,351.1
E0558,2025,1,1,Servicos,Pequena,14.84,1,599.4
E0559,2022,0,1,Servicos,Micro,1.27,0,598.0
E0559,2025,1,1,Servicos,Micro,1.27,0,834.8
E0560,2022,0,1,Industria,Pequena,14.27,1,601.3
E0560,2025,1,1,Industria,Pequena,14.27,1,951.4
E0561,2022,0,0,Agroindustria,Micro,1.88,0,328.2
E0561,2025,1,0,Agroindustria,Micro,1.88,0,541.6
E0562,2022,0,1,Agropecuaria,Media,88.91,1,754.3
E0562,2025,1,1,Agropecuaria,Media,88.91,1,1150.4
E0563,2022,0,0,Comercio,Pequena,11.56,0,112.6
E0563,2025,1,0,Comercio,Pequena,11.56,0,316.5
E0564,2022,0,1,Comercio,Media,45.38,1,919.2
E0564,2025,1,1,Comercio,Media,45.38,1,1263.7
E0565,2022,0,0,Agropecuaria,Micro,4.12,0,410.4
E0565,2025,1,0,Agropecuaria,Micro,4.12,0,597.7
E0566,2022,0,1,Agropecuaria,Pequena,10.79,1,480.5
E0566,2025,1,1,Agropecuaria,Pequena,10.79,1,790.5
E0567,2022,0,0,Agroindustria,Micro,1.58,1,520.7
E0567,2025,1,0,Agroindustria,Micro,1.58,1,717.5
E0568,2022,0,0,Agroindustria,Pequena,9.77,0,489.8
E0568,2025,1,0,Agroindustria,Pequena,9.77,0,606.6
E0569,2022,0,1,Agroindustria,Pequena,12.91,1,775.4
E0569,2025,1,1,Agroindustria,Pequena,12.91,1,1064.2
E0570,2022,0,1,Servicos,Micro,4.66,0,484.6
E0570,2025,1,1,Servicos,Micro,4.66,0,671.7
E0571,2022,0,0,Comercio,Micro,2.11,0,493.2
E0571,2025,1,0,Comercio,Micro,2.11,0,584.2
E0572,2022,0,0,Comercio,Pequena,12.72,0,424.7
E0572,2025,1,0,Comercio,Pequena,12.72,0,740.5
E0573,2022,0,0,Agropecuaria,Pequena,7.08,0,495.0
E0573,2025,1,0,Agropecuaria,Pequena,7.08,0,545.5
E0574,2022,0,1,Agropecuaria,Micro,1.51,0,368.6
E0574,2025,1,1,Agropecuaria,Micro,1.51,0,616.9
E0575,2022,0,0,Agroindustria,Micro,3.1,0,319.1
E0575,2025,1,0,Agroindustria,Micro,3.1,0,468.8
E0576,2022,0,1,Industria,Media,51.95,1,736.4
E0576,2025,1,1,Industria,Media,51.95,1,1081.8
E0577,2022,0,1,Industria,Micro,3.05,0,1014.0
E0577,2025,1,1,Industria,Micro,3.05,0,1388.9
E0578,2022,0,0,Servicos,Media,59.26,0,583.9
E0578,2025,1,0,Servicos,Media,59.26,0,726.1
E0579,2022,0,1,Servicos,Pequena,9.53,1,456.9
E0579,2025,1,1,Servicos,Pequena,9.53,1,803.2
E0580,2022,0,1,Agroindustria,Pequena,11.56,0,819.1
E0580,2025,1,1,Agroindustria,Pequena,11.56,0,1343.0
E0581,2022,0,0,Agroindustria,Micro,2.69,0,490.3
E0581,2025,1,0,Agroindustria,Micro,2.69,0,574.6
E0582,2022,0,1,Agroindustria,Media,70.17,1,1047.7
E0582,2025,1,1,Agroindustria,Media,70.17,1,1416.7
E0583,2022,0,0,Servicos,Pequena,8.44,0,528.0
E0583,2025,1,0,Servicos,Pequena,8.44,0,862.2
E0584,2022,0,1,Servicos,Pequena,6.24,1,994.1
E0584,2025,1,1,Servicos,Pequena,6.24,1,1309.4
E0585,2022,0,0,Comercio,Media,22.73,1,719.4
E0585,2025,1,0,Comercio,Media,22.73,1,875.8
E0586,2022,0,1,Agropecuaria,Media,56.83,1,898.5
E0586,2025,1,1,Agropecuaria,Media,56.83,1,1155.8
E0587,2022,0,1,Agroindustria,Media,19.48,1,888.5
E0587,2025,1,1,Agroindustria,Media,19.48,1,1196.5
E0588,2022,0,1,Servicos,Pequena,10.99,1,918.1
E0588,2025,1,1,Servicos,Pequena,10.99,1,1289.8
E0589,2022,0,0,Servicos,Pequena,14.27,0,563.2
E0589,2025,1,0,Servicos,Pequena,14.27,0,1004.6
E0590,2022,0,1,Comercio,Media,54.16,1,1037.4
E0590,2025,1,1,Comercio,Media,54.16,1,1261.5
E0591,2022,0,0,Agroindustria,Pequena,14.19,1,434.9
E0591,2025,1,0,Agroindustria,Pequena,14.19,1,659.1
E0592,2022,0,0,Agroindustria,Micro,2.33,0,462.2
E0592,2025,1,0,Agroindustria,Micro,2.33,0,658.6
E0593,2022,0,0,Agropecuaria,Micro,1.84,0,652.3
E0593,2025,1,0,Agropecuaria,Micro,1.84,0,753.3
E0594,2022,0,1,Agropecuaria,Media,70.74,0,1114.7
E0594,2025,1,1,Agropecuaria,Media,70.74,0,1576.0
E0595,2022,0,0,Agropecuaria,Media,78.26,1,831.2
E0595,2025,1,0,Agropecuaria,Media,78.26,1,1020.2
E0596,2022,0,0,Servicos,Micro,1.11,0,630.7
E0596,2025,1,0,Servicos,Micro,1.11,0,872.9
E0597,2022,0,1,Agroindustria,Media,83.51,0,926.9
E0597,2025,1,1,Agroindustria,Media,83.51,0,1152.1
E0598,2022,0,1,Industria,Pequena,12.04,0,578.6
E0598,2025,1,1,Industria,Pequena,12.04,0,650.2
E0599,2022,0,0,Servicos,Micro,1.67,0,560.0
E0599,2025,1,0,Servicos,Micro,1.67,0,1071.3
E0600,2022,0,1,Comercio,Pequena,8.84,0,831.7
E0600,2025,1,1,Comercio,Pequena,8.84,0,1182.2
E0601,2022,0,1,Comercio,Media,19.07,1,662.2
E0601,2025,1,1,Comercio,Media,19.07,1,952.9
E0602,2022,0,0,Servicos,Micro,2.24,0,183.3
E0602,2025,1,0,Servicos,Micro,2.24,0,268.0
E0603,2022,0,0,Industria,Pequena,7.18,0,775.2
E0603,2025,1,0,Industria,Pequena,7.18,0,1184.3
E0604,2022,0,0,Comercio,Pequena,7.09,0,320.8
E0604,2025,1,0,Comercio,Pequena,7.09,0,510.8
E0605,2022,0,0,Industria,Micro,2.25,0,419.3
E0605,2025,1,0,Industria,Micro,2.25,0,584.8
E0606,2022,0,1,Industria,Pequena,7.55,0,741.7
E0606,2025,1,1,Industria,Pequena,7.55,0,994.6
E0607,2022,0,1,Comercio,Pequena,9.18,0,766.9
E0607,2025,1,1,Comercio,Pequena,9.18,0,1141.0
E0608,2022,0,0,Industria,Micro,1.05,0,109.8
E0608,2025,1,0,Industria,Micro,1.05,0,201.0
E0609,2022,0,0,Industria,Media,69.88,1,879.7
E0609,2025,1,0,Industria,Media,69.88,1,926.5
E0610,2022,0,1,Agroindustria,Pequena,5.0,1,380.6
E0610,2025,1,1,Agroindustria,Pequena,5.0,1,785.9
E0611,2022,0,0,Agroindustria,Micro,4.6,0,409.5
E0611,2025,1,0,Agroindustria,Micro,4.6,0,358.6
E0612,2022,0,1,Servicos,Pequena,5.23,1,1109.8
E0612,2025,1,1,Servicos,Pequena,5.23,1,1235.0
E0613,2022,0,1,Servicos,Pequena,15.64,0,763.8
E0613,2025,1,1,Servicos,Pequena,15.64,0,985.1
E0614,2022,0,1,Agropecuaria,Media,21.69,1,697.2
E0614,2025,1,1,Agropecuaria,Media,21.69,1,1100.9
E0615,2022,0,0,Servicos,Micro,3.1,0,282.1
E0615,2025,1,0,Servicos,Micro,3.1,0,470.8
E0616,2022,0,1,Comercio,Media,77.73,1,787.4
E0616,2025,1,1,Comercio,Media,77.73,1,1207.0
E0617,2022,0,1,Agroindustria,Pequena,6.84,1,596.8
E0617,2025,1,1,Agroindustria,Pequena,6.84,1,1044.8
E0618,2022,0,0,Comercio,Pequena,15.55,0,703.5
E0618,2025,1,0,Comercio,Pequena,15.55,0,892.9
E0619,2022,0,1,Industria,Media,87.85,1,1312.0
E0619,2025,1,1,Industria,Media,87.85,1,1573.9
E0620,2022,0,1,Agroindustria,Media,67.92,1,935.9
E0620,2025,1,1,Agroindustria,Media,67.92,1,1305.7
E0621,2022,0,0,Comercio,Pequena,5.3,0,471.2
E0621,2025,1,0,Comercio,Pequena,5.3,0,746.2
E0622,2022,0,0,Servicos,Pequena,7.95,0,345.3
E0622,2025,1,0,Servicos,Pequena,7.95,0,421.8
E0623,2022,0,0,Agropecuaria,Pequena,8.26,0,518.0
E0623,2025,1,0,Agropecuaria,Pequena,8.26,0,685.7
E0624,2022,0,1,Industria,Pequena,15.36,1,457.5
E0624,2025,1,1,Industria,Pequena,15.36,1,878.8
E0625,2022,0,1,Comercio,Media,17.05,1,748.3
E0625,2025,1,1,Comercio,Media,17.05,1,1103.2
E0626,2022,0,1,Industria,Micro,2.59,0,427.9
E0626,2025,1,1,Industria,Micro,2.59,0,1026.6
E0627,2022,0,0,Industria,Pequena,14.72,0,661.0
E0627,2025,1,0,Industria,Pequena,14.72,0,748.3
E0628,2022,0,0,Comercio,Pequena,11.46,0,783.4
E0628,2025,1,0,Comercio,Pequena,11.46,0,954.8
E0629,2022,0,0,Industria,Micro,1.78,0,440.7
E0629,2025,1,0,Industria,Micro,1.78,0,338.1
E0630,2022,0,1,Servicos,Pequena,13.22,0,917.8
E0630,2025,1,1,Servicos,Pequena,13.22,0,1228.3
E0631,2022,0,1,Servicos,Media,20.59,1,942.5
E0631,2025,1,1,Servicos,Media,20.59,1,1363.9
E0632,2022,0,0,Industria,Pequena,10.46,0,695.3
E0632,2025,1,0,Industria,Pequena,10.46,0,897.7
E0633,2022,0,0,Servicos,Micro,1.6,0,302.3
E0633,2025,1,0,Servicos,Micro,1.6,0,528.1
E0634,2022,0,0,Agroindustria,Pequena,15.7,0,693.2
E0634,2025,1,0,Agroindustria,Pequena,15.7,0,953.0
E0635,2022,0,1,Agropecuaria,Media,45.83,1,818.4
E0635,2025,1,1,Agropecuaria,Media,45.83,1,1140.6
E0636,2022,0,0,Agropecuaria,Micro,1.92,0,305.9
E0636,2025,1,0,Agropecuaria,Micro,1.92,0,554.8
E0637,2022,0,0,Comercio,Pequena,15.65,0,670.4
E0637,2025,1,0,Comercio,Pequena,15.65,0,856.4
E0638,2022,0,0,Comercio,Micro,1.18,0,299.5
E0638,2025,1,0,Comercio,Micro,1.18,0,390.6
E0639,2022,0,0,Comercio,Media,44.18,0,741.5
E0639,2025,1,0,Comercio,Media,44.18,0,983.2
E0640,2022,0,1,Agroindustria,Media,18.92,1,781.1
E0640,2025,1,1,Agroindustria,Media,18.92,1,1051.0
E0641,2022,0,0,Servicos,Micro,1.38,0,266.0
E0641,2025,1,0,Servicos,Micro,1.38,0,379.7
E0642,2022,0,1,Comercio,Pequena,10.65,0,459.5
E0642,2025,1,1,Comercio,Pequena,10.65,0,856.9
E0643,2022,0,0,Agropecuaria,Pequena,9.98,0,610.7
E0643,2025,1,0,Agropecuaria,Pequena,9.98,0,694.2
E0644,2022,0,0,Servicos,Pequena,8.89,0,704.5
E0644,2025,1,0,Servicos,Pequena,8.89,0,878.0
E0645,2022,0,0,Agropecuaria,Micro,3.47,0,520.7
E0645,2025,1,0,Agropecuaria,Micro,3.47,0,793.0
E0646,2022,0,0,Agroindustria,Micro,1.31,0,226.6
E0646,2025,1,0,Agroindustria,Micro,1.31,0,327.5
E0647,2022,0,0,Servicos,Pequena,12.52,0,521.9
E0647,2025,1,0,Servicos,Pequena,12.52,0,659.1
E0648,2022,0,0,Industria,Pequena,15.22,0,336.8
E0648,2025,1,0,Industria,Pequena,15.22,0,495.0
E0649,2022,0,0,Agropecuaria,Pequena,12.07,0,262.1
E0649,2025,1,0,Agropecuaria,Pequena,12.07,0,587.3
E0650,2022,0,1,Comercio,Media,77.33,1,1144.7
E0650,2025,1,1,Comercio,Media,77.33,1,1468.6
E0651,2022,0,0,Agroindustria,Pequena,10.27,0,543.4
E0651,2025,1,0,Agroindustria,Pequena,10.27,0,760.0
E0652,2022,0,1,Servicos,Media,51.74,1,1087.3
E0652,2025,1,1,Servicos,Media,51.74,1,1685.4
E0653,2022,0,0,Industria,Media,27.51,0,787.7
E0653,2025,1,0,Industria,Media,27.51,0,777.5
E0654,2022,0,0,Comercio,Media,75.08,1,716.7
E0654,2025,1,0,Comercio,Media,75.08,1,972.8
E0655,2022,0,0,Industria,Micro,2.96,0,63.9
E0655,2025,1,0,Industria,Micro,2.96,0,32.4
E0656,2022,0,0,Comercio,Pequena,11.71,0,784.3
E0656,2025,1,0,Comercio,Pequena,11.71,0,889.2
E0657,2022,0,1,Comercio,Media,53.18,1,1146.3
E0657,2025,1,1,Comercio,Media,53.18,1,1546.3
E0658,2022,0,0,Agropecuaria,Pequena,6.29,0,662.6
E0658,2025,1,0,Agropecuaria,Pequena,6.29,0,954.3
E0659,2022,0,1,Agroindustria,Micro,2.85,1,630.0
E0659,2025,1,1,Agroindustria,Micro,2.85,1,1057.2
E0660,2022,0,1,Agroindustria,Media,29.04,1,1072.8
E0660,2025,1,1,Agroindustria,Media,29.04,1,1425.1
E0661,2022,0,1,Servicos,Media,56.51,0,830.1
E0661,2025,1,1,Servicos,Media,56.51,0,1138.7
E0662,2022,0,0,Industria,Pequena,10.93,0,561.1
E0662,2025,1,0,Industria,Pequena,10.93,0,570.2
E0663,2022,0,1,Agroindustria,Media,79.35,0,1056.7
E0663,2025,1,1,Agroindustria,Media,79.35,0,1313.7
E0664,2022,0,0,Agropecuaria,Pequena,8.33,0,253.1
E0664,2025,1,0,Agropecuaria,Pequena,8.33,0,483.0
E0665,2022,0,1,Comercio,Media,62.91,1,760.1
E0665,2025,1,1,Comercio,Media,62.91,1,970.3
E0666,2022,0,0,Comercio,Pequena,9.0,1,606.0
E0666,2025,1,0,Comercio,Pequena,9.0,1,697.5
E0667,2022,0,1,Servicos,Media,74.87,1,567.0
E0667,2025,1,1,Servicos,Media,74.87,1,916.3
E0668,2022,0,0,Industria,Media,21.21,1,1117.9
E0668,2025,1,0,Industria,Media,21.21,1,1334.4
E0669,2022,0,0,Agroindustria,Micro,2.8,0,771.4
E0669,2025,1,0,Agroindustria,Micro,2.8,0,1013.7
E0670,2022,0,0,Comercio,Pequena,5.08,0,464.6
E0670,2025,1,0,Comercio,Pequena,5.08,0,512.9
E0671,2022,0,0,Comercio,Micro,1.9,0,518.8
E0671,2025,1,0,Comercio,Micro,1.9,0,790.2
